,Review_title,Review_text,Ratings
15253,Simply awesome,"Realme C21Y comes with a Li-Po 5000 mAh, non-removable battery that lasts for a long time, it has Reverse charging, It looks stunning & bright, It offers a good processor that will offer better performance for the customers, It has connectivity options such as Wi-Fi, Bluetooth, GPS, USB, 3G & 4G, It offers smooth

Realme C21Y Review, Pros and Cons – Every phone Realme release is to make a milestone. Whether for daily activities or heavy use like games and multitasking, they have set a benchma...
READ MORE",5
15254,Wonderful,Very nice 👍,4
15255,Excellent,Camera quality best 🔥🔥,5
15256,Highly recommended,Excellent,5
15257,Decent product,"Camera quality is very low.
Speaker sound is normal.
Lookwise normal.
Battery backup is good.
Overall, it is only good mobile for basic users or new android users.",3
15258,Pretty good,Nice one,4
15259,Best in the market!,Nice Mobile on this Price 👌👌👌👌,5
15260,Terrific purchase,What a amazing mobile 😮 wow!,5
15261,Super!,Superior,5
15262,Brilliant,Super quality,5
15263,Simply awesome,Very good product,5
15264,Worth the money,Awesome,4
15265,Very Good,good quality mobile,4
15266,Good quality product,Good product,4
15267,Very poor,Very bad quality and old version charger I am so unhappy for buying this product 😭,1
15268,Classy product,Woooo nice product thanks flifcart,5
15269,Did not meet expectations,"Please don't buy this phone afer 10 day of purchase notification bar was not open in scrolling
Please don't waste your money",1
15270,Value-for-money,Good mobile but Quality bad settings full bad,4
15271,Wonderful,Low price me best mobile,5
15272,Perfect product!,Good and best in the segment..,5
15273,Very Good,Good product,4
15274,Worth every penny,Excellent thnku flipkart,5
15275,Very Good,Nice post 😊,4
15276,Waste of money!,"Worse mobile of realme.
1. The speaker placement is completely wrong, it is placed on the back side. So, even if your phone rings and is placed on a surface, you won't hear anything. Also the speaker sound is really bad.

2. The camera is not good as well, the photos look unreal, and extra saturated.

I wanted a refund, but flipkart is not helping me at all.
Don't buy this.",1
15277,Unsatisfactory,"Recently i purchased on offer time. Phone struck problem facing, because of this reason he provided more discount i think. slow performance while multiple apps open time. I don't recommend this phone.",1
15278,Decent product,Ok,3
15279,Wonderful,"Avarage. Camara is not good, ordinary features.",4
15280,Horrible,"The worst product for ever.Hate this phone.Bad quality,the lowest camera clarity.waste for money & don't bye this anybody otherwise you will relalize like me",1
15281,Perfect product!,Nice phone on this price segment. Totally value for money.,5
15282,Good choice,Very nice,4
15283,Excellent,Camera features autofocus awesome,5
15284,Pretty good,Camera quality is good,4
15285,Don't waste your money,Baqwas phone h ....full waste of money,1
15286,Moderate,Not good,2
15287,Perfect product!,Best 👍 phone on this price,5
15288,Just wow!,Very nice camera nice smartphone,5
15289,Delightful,Value for money,4
15290,Worthless,Front + back camera quality it's not good,1
15291,Expected a better product,Worest Camera Qualitys Both Front and Back,2
15292,Nice,"1.Camera quality just ok
2.No gallery
3.file manager is on Google drive
4.can't record call. if you unable automatic call recording than a sound will hear to other person who is on call.",3
15293,Useless product,"It is worest phone ever I have seen, apps are not opening even two three times pressed. And getting hang also.... There is no photo gallery option . Oh my God . Don't buy this phone.",1
15294,Does the job,Best mobile phone👍,3
15295,Not recommended at all,Poor camera quality,1
15296,Perfect product!,Value of money.,5
15297,Super!,Good super 👌,5
15298,Awesome,So nice...satisfied with this product and battery system also good,5
15299,Worth every penny,Awesome,5
15300,Terrific purchase,Nice phone👌,5
15301,Good quality product,Super,4
15302,Terrific purchase,"Very good phone, battery life is very big, phone is ok on this price",5
15303,Don't waste your money,Mobile network issues problem,1
15304,Excellent,Great phone📱,5
15305,Did not meet expectations,Net connection bad this phone,1
15306,Great product,Nice,5
15307,Slightly disappointed,Not bad,2
15308,Fair,Phn was osam but camera is very low quality photo not clear selfie camera was totally bad camera quantity 🤣🤣,3
15309,Super!,Very good battery life and camera quality,5
15310,Highly recommended,Good product 👌..,5
15311,Excellent,I like to camera and Gaming further,5
15312,Worth every penny,"This mobile has been very helpfull
And good condition and beat price ☺️
Battery capacity verry good
Camera 📸 lovely 💕💕💕💕 picture 🥰",5
15313,Terrible product,"Phone doesn't have own Pre-installed Gallery App, File Manager App etc. Only Google's Gallery,Files App installed.If you download Gallery App from Google Play Stores, Ads frequently pop up when open Gallery App. It's irritating. Camera is not up to the mark. Delivery experience was not good.

Only Good with Budget phone general usage purpose.",1
15314,Mind-blowing purchase,All is Well. Camera is OK. Good Battery Back UP in Low price,5
15315,Best in the market!,Good quality long battery life and good camera,5
15316,Highly recommended,Sound and spker very good,5
15317,Great product,As per price,5
15318,Classy product,Very good mobile is nice,5
15319,Terrific purchase,Super,5
15320,Simply awesome,This product is most likely,5
15321,Fabulous!,Superb,5
15322,Simply awesome,Good product 👍,5
15323,Not recommended at all,Worst phone ever total waste of money...😭,1
15324,Really Nice,Camera quality is very good,4
15325,Terrific purchase,Very good,5
15326,Delightful,Amazing pictures quality,4
15327,Must buy!,Good camera,5
15328,Just wow!,Nice mobail,5
15329,Just wow!,"It's amazing phone
For you",5
15330,Bad quality,Camara warest,2
15331,Very Good,Good for the price,4
15332,Good quality product,"UI is not too good, camera is also not as expected, battery is good, it's an average phone, it is ok at this price range.",4
15333,Terrific,Good,5
15334,Slightly disappointed,"I bought this product during Big billion day sale and believe me this is the most disgusting product I HAVE EVER BOUGHT FROM REALME..
The Camera quality is pathetic specially the selfie camera.
The Video recording doesn't have any sound.
There are lots of better smart phones available in 10k range in market.
I have raised return request so PLEASE DONT BUY THIS PRODUCT.",2
15335,Wonderful,great phone in best discounts superb phone i love it 😊,5
15336,Classy product,Realme mobile is battery very good camera is best rest mobile awesome mobile thank you,5
15337,Pretty good,"Pros, Cons, Solutions of Cons, Recommendations and Suggestions:

Pros :
1)Very fast performance.
2)Sound is loud.
3)Fingerprint sensor works too fast.
4)Display is very good.
5)Big screen
6)Comfortable UI (INTERFACE)
7)Smart movements.
8) Smooth touch

Cons:
1) 3 finger screenshot feature missing.
2)Long screenshot feature missing.
3)Daily data usage not visible in notification or status bar.
4) Default Gallery (Photos) app missing.

Solutions of Cons:
2)For long screenshot, download an app ...
READ MORE",4
15338,Good quality product,"Build quality is strong.Display is bright & shows visible contents.Speaker at 80% is good enough above it shares destortion.
Back camera is decent, Selfies are not good enough.
Battery life is good
Also buy a back cover when you order it.",4
15339,Fabulous!,"At this price range realme c21y is good for daily uses,rear camera is good at sunlight,u can click quite good images,it's battery backup super,display is good enough at this price range,i'm disappointed with the selfie camera,they have used very basic camera,this phone is not for selfie lovers.speaker sound is not bad,about overall performance,yeah is okay.",5
